,coffee,cr_rating,coffee_origin,roaster,roaster_location,roast_level,aroma,acidity_structur,body,flavor,agtron,review,review_date,price_estimate
2815,Nicaragua Washed Maragogype Peaberry,89,Nicaragua,Dragonfly Coffee Roasters,"Boulder, Colorado",Medium-Light,8,8,8,8,52/71,"Spicy, sweet-savory. Brazil nut, rosemary, dark chocolate, oak, a hint of honeysuckle in aroma and cup. Round, quiet acidity; full, syrupy mouthfeel. Flavor consolidates around bitter nut and sweet chocolate in the finish.",November 2015,$24.00/12 ounces
2816,Fruta Del Café,90,"Jinotega, Nicaragua",Finca Tres Soles,"Taipei, Taiwan",Medium-Light,8,8,8,8,59/73,"Soft, round, subtly complex. Lavender, walnut, oak, apple in aroma and cup. Round, quietly resonant acidity; syrupy mouthfeel. Very sweet, lightly flavor-saturated finish.",November 2015,NT $450/227 grams
2817,NicaJava,90,"Jinotega, Nicaragua",Finca Tres Soles,"Taipei, Taiwan",Medium-Light,9,8,8,8,59/73,"Crisply sweet, balanced, complete. Caramel, fresh-cut cedar, pear, hints of honeysuckle and soft citrus in aroma and cup. Delicately brisk acidity; light, buoyant mouthfeel. Hints of cedar and pear carry into a sweet though drying finish.",November 2015,NTD $800/227 grams
2818,Peaberry Espresso,89,"Champasak Province, southern Laos",Lao Mountain Coffee,"Vientiane, Laos",Medium-Light,8,8							,8,8,56/77,"Evaluated as espresso. Crisply floral and fruit-toned. Orange zest, baker’s chocolate, oak, a hint of honeysuckle-like flowers in aroma and small cup. Syrupy in texture though drying in mouthfeel; flavor consolidates but persists in a round, sweet, though quietly dry finish. Tart, fruity chocolate dominates in three parts milk.",November 2015,$13.71/200 grams
2819,Gran Reserva Natural,89,"Yauco growing region, central Puerto Rico",Cafe El Meson,"Hormigueros, Puerto Rico",Medium,8,8,8,8,54/59,"Sweet, crisply floral- and cocoa-toned. Lavender, cherry blossom, baker’s chocolate, almond in aroma and cup. Sweetly tart acidity; light, silky mouthfeel. Some chocolate carries into a quiet, drying finish.",November 2015,$14.00/8 ounces
2820,Kenya Kigutha AA,94,"Kiambu growing region, south-central Kenya.",Barrington Coffee Roasting Co.,"Lee, Massachusetts",Medium-Light,9,9,8,9,60/78,"Big, sweet, brightly juicy. Blood orange, black currant, complex flowers (lily, rose, violet), in aroma and cup. Sweet, zesty acidity; satiny mouthfeel. Flavor consolidates around flowers and citrus in a richly drying finish.",November 2015,$17.95/12 ounces
2821,Panama Ninety Plus Gesha Estates “Perci”,93,"Silla Del Pando, Volcan, Panama",Barrington Coffee Roasting Co.,"Lee, Massachusetts",Light,9,9,8,9,68/87,"Resonantly intricate, original. Complex range of floral notes (lavender, orchid), roasted cacao nib, ginger, sweet orange in aroma and cup. Crisp, vibrant acidity; velvety mouthfeel. Resonant, gently flavor-saturated finish.",November 2015,$82.45/12 ounces
2822,Guatemala El Diamante,93,"Huehuetenango growing region, Guatemala",Barrington Coffee Roasting Co.,"Lee, Massachusetts",Light,9,8,9,9,69/91,"Deep, spicy, sweet-savory. Baked apple, pecan, sandalwood, jasmine in aroma and cup. Roundly brisk, balanced acidity; lightly syrupy, velvety mouthfeel. Pecan and apple carry into a quiet, resonant finish.",November 2015,$16.95/12 ounces
2823,Ethiopia Adado Coop,93,"Yirgacheffe growing region, southern Ethiopia",Ghost Town Coffee Roasters,"Bozeman, Montana",Medium,9,9,8,9,54/59,"Delicate, sweet; subtly but engagingly intricate. Lavender, almond blossom, lemon zest, apple are rounded by dark chocolate in aroma and cup. Floral-toned, buoyantly lyric acidity; satiny mouthfeel. Flavor (lavender, chocolate) fades in the short finish but recovers in the long.",November 2015,$16.85/12 ounces
2824,Light Roast Washed Ethiopia,92,"Yirgacheffe growing region, southern Ethiopia",Thanksgiving Coffee,"Fort Bragg, California",Medium-Light,9,8,8,9,57/80,"Delicately bright, exhilarating. Candied lemon, vanilla, pear, baker’s chocolate in aroma and cup. Gentle, lively acidity; light, satiny mouthfeel. Lemon and crisp chocolate carry into a sweet, lightly flavor-saturated finish.",November 2015,$17.00/12 ounces
2825,Ethiopia Yirgacheffe,91,"Yirgacheffe growing region, southern Ethiopia",Grounds for Change,"Poulsbo, Washington",Medium,8,8,8,9,51/61,"Quietly rich, savory-sweet. Blood orange, sandalwood, lily-like flowers, roasted cacao nib in aroma and cup. Sweetly and roundly tart acidity; satiny mouthfeel. Flavor saturates a gently bittersweet finish.",November 2015,$11.75/12 ounces
2826,Light Roast Natural Ethiopia,91,"Gedeo zone, southern Ethiopia",Thanksgiving Coffee,"Fort Bragg, California",Light,8,8,8,9,61/87,"Richly fruity and cidery. Baker’s chocolate, apple cider, wisteria-like flowers, a brightening hint of grapefruit in aroma and cup. Resonant, roundly tart acidity; lightly syrupy mouthfeel.",November 2015,$16.50/12 ounces
2827,FTO Ethiopia Gedeb,91,"Gedeb District, Yirgacheffe growing region, southern Ethiopia",Greater Goods Coffee Roasters,"Austin, Texas",Light,8,8,8,9,60/82,"Sweet, delicately bright. Orange blossom, apple, turbinado sugar, walnut, a hint of tangerine in aroma and cup. Lively, gently bright acidity; smooth, velvety mouthfeel. Flavor-saturated, but richly drying, and bittersweet in the finish.",November 2015,$15.00/12 ounces
2828,Guatemala CODECH Women Producers,90,"Huehuetenango growing region, Guatemala",Ghost Town Coffee Roasters,"Bozeman, Montana",Medium-Light,8,8,8,8,51/73,"Spicy and nutty with floral undertones. Cedar, turbinado sugar, hazelnut, myrrh, gardenia in aroma and cup. Round, low-toned acidity; lightly syrupy mouthfeel. Gently drying, cedar-toned finish.",November 2015,$14.15/12 ounces
2829,Peru Ciriaco Quispe,90,"Inambari Valley, Peru",Giv COFFEE,"Torrington, Connecticut",Light,8,8,8,8,68/89,"Savory-sweet, softly pungent, subtle. Hazelnut, lime zest, fir, a hint of narcissus-like flowers in aroma and cup. Brisk yet juicy acidity; silky mouthfeel. Lime zest and fir in particular carry into a quiet though rich finish.",November 2015,$16.50/12 ounces
2830,FTO Guatemala Huehuetenango,90,"Huehuetenango growing region, Guatemala",Paradise Roasters,"Ramsey, Minnesota",Medium,9,8,8,8,51/66,"Deeply rich, subtly sweet. Baker’s chocolate, lily-like flowers, almond, stone fruit, a hint of orange zest in aroma and cup. Richly tart acidity; smooth, satiny mouthfeel. Flavor consolidates but persists in a drying finish.",November 2015,$12.95/12 ounces
2831,Honduras Finca Gaby,88,"Ocotepeque Department, Honduras",Magnolia Coffee,"Charlotte, North Carolina",Medium,7,7,8,8,50/64,"Deeply sweet, savory-edged, perfumy. Cocoa powder, rose-like flowers, almond, a hint of brie cheese in aroma and cup. Roast-rounded acidity; plush though very slightly roughish mouthfeel. The cocoa note in particular persists in a savory-sweet finish.",November 2015,$12.99/12 ounces
2832,423 Blend,88,Guatemala; Indonesia; Mexico,Roast House,"Spokane, Washington",Medium,7,8,8,8,48/61,"Crisply and deeply pungent. Black cherry, cedar, licorice, baker’s chocolate in aroma and cup. Dry, crisply roasty acidity; plump though slightly roughish mouthfeel. Flavor consolidates though persists in a dry finish.",November 2015,$16.00/16 ounces
2833,Panama Altieri Natural Geisha,96,"Boquete growing region, western Panama",Klatch Coffee,"Los Angeles, California",Medium,10,9,9,9,49/72,"Intricate; lushly fruit-forward and round. Lilac, tangerine, almond butter, Cognac and ultra-fine musk in aroma and cup. Juicy, richly floral acidity; silky, levitating mouthfeel. Crisp, sweet, long-lasting finish redolent of musk.",October 2015,$49.95/8 ounces
2834,Ethiopia Adado Sulula,93,"Yirgacheffe growing region, southern Ethiopia",Coffee Factorial,"San Diego, California",Medium-Light,9,8,9,9,59/76,"Sweet, massively intricate. Richly complex floral notes, candied walnut, baker’s chocolate, papaya, more in aroma and cup. Brisk yet juicy acidity; plump, satiny mouthfeel. Rich, gently flavor-saturated finish.",October 2015,$15.00/8 ounces
2835,Greenwell Estate Hawaii Kona Natural Espresso,93,"Kona growing region, Big Island of Hawaii",The Coffee Academics,"Hong Kong, China",Light,9,9							,9,7,64/84,"Evaluated as espresso. Vibrantly rich, roundly bright. Orange, strawberry, lily-like flowers, dark chocolate, a hint of brandy in aroma and small cup. Full, syrupy mouthfeel; dry but profoundly flavor-saturated finish. A tart, orangy chocolate and flowers dominate in three parts milk. Softens and rounds in slightly taller milk.",October 2015,$32.50/165 grams
2836,Greenwell Estate Hawaii Kona Peaberry Natural,92,"Kona growing region, Big Island of Hawaii",The Coffee Academics,"Hong Kong, China",Medium-Light,9,8,8,9,60/81,"Deep, sweet, complexly fruit-toned. Musky lily, dark chocolate, strawberry, watermelon, roasted almond in aroma and cup. Round, vibrant acidity; full, syrupy mouthfeel. Fruit and almond carry into a richly drying finish.",October 2015,$32.50/165 grams
2837,Organic Espresso,94,Not disclosed.,Cafe Virtuoso,"San Diego, California",Medium,9,9							,9,8,52/60,"Evaluated as espresso. Sweet-toned, round, deep. Dark chocolate, roasted almond, ripe fig, lily, oak. Full, syrupy mouthfeel. Chocolate and fig in particular carry into a resonant, balanced finish. Fills out three parts milk with authority",October 2015,$15.00/12 ounces
2838,Organic Holiday Blend,92,Brazil; Colombia; Ethiopia,Cafe Virtuoso,"San Diego, California",Medium,9,8,8,9,55/64,"Pungently sweet and floral-toned. Baker’s chocolate, plum, honeysuckle, almond, a hint of licorice root in aroma and cup. Crisp, delicately floral-leaning acidity; light, silky mouthfeel. Rather short but layered, gently flavor-saturated finish.",October 2015,$16.00/12 ounces
2839,Bean Brain Reserve Perla Negra Costa Rica,92,"Alajuela growing region, Central Valley, Costa Rica",Cafe Virtuoso,"San Diego, California",Medium,9,8,8,9,55/66,"Big, fruit- and floral-toned. Dark chocolate, black cherry, hazelnut, musky lily, a hint of rye whisky in aroma and cup. Round, resonant acidity; syrupy mouthfeel. Lily and chocolate carry into a deep finish.",October 2015,$19.00/12 ounces
2840,Kemgin Ninety Plus,94,"Wellega, Sidama and Yirgacheffe growing regions, southern and western Ethiopia",Barrington Coffee Roasting Co.,"Lee, Massachusetts",Medium-Light,9,8,9,9,52/72,"High-toned and exhilarating. Complex flowers (lavender, violet, saffron), cocoa, blood orange, sandalwood, a savory hint of ginseng in aroma and cup. Richly and delicately bright acidity; light, silky mouthfeel. Cocoa and ginseng notes in particular carry into a deep, savory-edged finish.",October 2015,$25.95/12 ounces
2841,Ethiopia Nigusse Lemma,94,"Limu growing region, western Ethiopia",Barrington Coffee Roasting Co.,"Lee, Massachusetts",Medium-Light,9,9,8,9,58/76,"Subtle, elegant, alluring. Brisk, vibrant acidity and aromas of almond, brown sugar, lemon zest and rose. In the cup, persimmon and almond flavors dominate. Satiny mouthfeel. Floral-toned and pleasantly bitter finish, redolent of almond milk.",October 2015,$16.95/12 ounces
2842,Colombia Maximino Gutierrez,93,"Southern Tolima Department, west-central Colombia",BeanFruit Coffee Co.,"Jackson, Mississippi",Medium-Light,9,8,8,9,54/71,"Delicate but deep; crisply sweet. Orange, vanilla, roasted cacao nib, dried hibiscus in aroma and cup. Brisk but juicy acidity; lightly syrupy mouthfeel. Flavor consolidates but rings on in an impressively sweet, long finish.",October 2015,$14.75/12 ounces
2843,Kenya Nyeri AA,92,South-central Kenya,Big Creek Coffee Roasters,"Hamilton, Montana",Medium-Dark,9,8,8,9,47/54,"Deep, plummy, savory-sweet. Black currant, dark chocolate, narcissus, oak in aroma and cup. Roundly crisp acidity; silky, buoyant mouthfeel. Rich, cocoa-toned, slightly roasty finish.",October 2015,$18.00/12 ounces
2844,Ethiopia Duromina Organic,91,"Oromia growing region, southern Ethiopia",Big Creek Coffee Roasters,"Hamilton, Montana",Medium-Dark,8,8,8,9,46/55,"Crisp, deeply and subtly floral. Lilac, lavender, sandalwood, sweet lime in aroma and cup. Delicate, sweetly bright acidity; light but plump mouthfeel. Flavor consolidates in a quietly resonant finish.",October 2015,$16.50/12 ounces
2845,Ethiopia Yirgacheffe Natural Process,91,"Yirgacheffe growing region, southern Ethiopia",Big Creek Coffee Roasters,"Hamilton, Montana",Medium,9,8,8,9,46/58,"Deep-toned, rich; floral and chocolaty. Dark chocolate, hazelnut, hints of cedar, lily and rum in aroma and cup. Roundly crisp acidity; lightly syrupy mouthfeel. Dark chocolate and lily carry into a rich though drying finish.",October 2015,$17.00/12 ounces
2846,Panama Don Pepe Estate Geisha Single-Origin Espresso,96,"Boquete growing region, western Panama",Temple Coffee and Tea,"Sacramento, California",Medium,10,8							,10,8,48/59,"Evaluated as espresso. Delicately yet vastly intricate; crisp yet lush. Buttery chocolate, deeply sweet, lilac-like flowers, pungent sandalwood in aroma and small cup. Light, silky mouthfeel; flavor consolidates but rings on in a richly drying finish. Complex and complete in three parts milk",October 2015,$19.50/12 ounces
2847,Ichamama Kenya,94,"Nyeri County, Central Highlands, Kenya",JBC Coffee Roasters,"Madison, Wisconsin",Medium-Light,9,9,9,9,56/74,"Very sweet; subtle and intricate. Lush star fruit, red currant, honeysuckle, a hint of cinnamon in aroma and cup. Crisp yet juicy acidity; softly plush mouthfeel. Fruit, flowers and cinnamon all carry into a richly and roundly drying finish.",October 2015,$16.10/12 ounces
2848,Hambela Ethiopia Natural,93,"Hambela District, Oromia growing region, southern Ethiopia",JBC Coffee Roasters,"Madison, Wisconsin",Medium-Light,9,8,8,9,60/80,"Sweet, crisp, cocoa- and brandy-toned. Blueberry, cocoa, brandy, wisteria-like flowers in aroma and deeply sweet cup. Round, straightforward acidity; light yet buoyantly lively mouthfeel. Fruit, brandy and cocoa all carry into a sweet, rich, ringingly long finish.",October 2015,$16.80/12 ounces
2849,El Aguila Pacamara El Salvador,90,"Santa Ana growing region, El Salvador",JBC Coffee Roasters,"Madison, Wisconsin",Medium-Light,8,8,8,8,61/80,"Spicy, sweet, aromatic-wood-toned. Fir, sassafras, green peppercorn, lavender, sweet rosemary in aroma and cup. Round, quietly supportive acidity; lightly syrupy, buoyant mouthfeel. Flavor consolidates in a sweet, rich finish.",October 2015,$15.75/12 ounces
2850,Guatemala Finca La Bolsa,90,"Huehuetenango growing region, Guatemala",Bird Rock Coffee Roasters,"San Diego, California",Medium,8,7,9,8,50/69,"Mild, spicy, cocoa-toned. Sweet cocoa, raisin, oak, cumin, lily-like flowers in aroma and cup. Soft, backgrounded acidity; full, densely syrupy mouthfeel. The wood-toned spice notes carry into a sweet finish.",October 2015,$20.00/12 ounces
2851,Las Flores Espresso,95,"Santa Maria de Dota valley, Tarrazu growing region, Costa Rica",JBC Coffee Roasters,"Madison, Wisconsin",Medium-Light,9,9							,9,9,57/78,"Evaluated as espresso. Deeply and roundly bright, balanced, complete. Cedar, blood orange, apricot, baker’s chocolate, a hint of lily in aroma and small cup. Syrupy though buoyantly lively mouthfeel; orangy chocolate and a hint of lily carry into a richly sweet finish. Fills out three parts milk with authority",October 2015,$15.80/12 ounces
2852,Kochere Espresso,93,"Yirgacheffe growing region, southern Ethiopia",JBC Coffee Roasters,"Madison, Wisconsin",Medium-Light,9,8							,9,9,55/76,"Evaluated as espresso. Vivacious, bright and juicy. Orange zest, ripe plum, roasted cacao nib, pungent sandalwood, a sweet hint of honeysuckle in aroma and small cup. Light but syrupy mouthfeel. The cacao nib turns roundly chocolaty and softens a continued bright, zesty finish. A tart, orangy chocolate dominates in three parts milk.",October 2015,$15.90/12 ounces
2853,Zimbabwe AAA New Year’s Gift,88,"Chipinge growing region, eastern Zimbabwe.",Green Dragon Coffee,"Pittsburgh, Pennsylvania",Medium-Light,8,7,8,8,62/79,"Delicate, sweetly brisk. Strawberry, pecan, brown sugar, a hint of flowers in aroma and cup. Lightly crisp acidity; light, silky mouthfeel. Gently flavor-saturated in the short finish; drying in the long.",October 2015,$10.00/8 ounces
2854,El Salvador Finca Medrano Pacamara Nohemi Ventura,94,"Chalatenango growing region, northwestern El Salvador",Namusairo Coffee,"Seoul, South Korea",Light,9,9,9,9,62/87,"Subtle, round, quietly but deeply complex. Fresh-cut cedar, almond, pungent berry (elderberry, blackberry), tea rose, nutmeg. Round, resonantly brisk acidity; velvety mouthfeel. Rich, balanced, gently flavor-saturated finish.",October 2015,"KRW 40,000/500 grams"
