coffee_title,coffee_origin,roaster_name,variety,production,roast_level,flavour
"Decaffeinated Inza – Asorcafe, Colombia",Colombia,Roasting House,BourbonTypicaArusha,Natural,,Sweet Fruity Winey
Mexican Single Origin,Colombia,Roasting Plant,CastilloColombiaCaturra,Washed,,Chocolate Dark  Chocolate Vanilla Sweet Dried  Fruit Whiskey
Halcyon,Uganda,Whole in the Ground,Bourbon,Washed,,Nutty Chocolate Caramelized Vanilla Cherry Citrus  Fruit
Brazil Peaberry,Mexico,Lost Barn,Red BourbonYellow Bourbon,Honey,,Nutty Caramelized Honey Sweet Floral Floral Berry
Love Lane House Blend - 1kg,Brazil,Luckie Beans,CaturraBourbon,Natural,,Cocoa Molasses Caramelized
Rotutu Timor-Leste,Colombia,Hill Top Brews,WilshoKumieDeiga/Dega,Honey,,Chocolate Other  Fruit
Mexico Villa Corzo Woman'S Cooperative,Ethiopia,UE Coffee Roasters,Ethiopia / Sudan Assesion,"DecafNatural, Sparkling Water (CO2)",,Nutmeg Hazelnut Caramelized Other  Fruit
Brazil Signature Espresso,Colombia,Chimney Fire Coffee,Yellow Bourbon,Washed,,Berry
Five Arches Decaf,South America,Smith Street,Mundo Novo,Natural,,Nutty Honey Sweet Grape
Daddy’s Cup – Papua New Guinea,Africa,80 Stone,CastilloColombiaCaturra,Natural,,Chocolate Maple  Syrup Caramelized Brown  Sugar Other  Fruit
Impact Espresso | Well Grounded,Ethiopia,Notes,,Washed,,Vanilla Sweet Berry Lemon Sour  Aromatics Fresh
Grainne,Peru,Causeway,,,,Hazelnut Chocolate Caramelized
Finca El Porthron,Kenya,Coffee Real,,,,Nutmeg Sweet Cherry
Manor Born – Costa Rica,Bolivia,80 Stone,,,,Sweet Black  Tea Floral Raisin Dried  Fruit Apple
Honduras Fuerza La Labor Ground Coffee,Brazil,Grumpy Mule,,,,Spices Chocolate Vanilla Sweet  Aromatic Sweet Blueberry Strawberry Lemon Fruity Overripe
The Ballroom Blend,Colombia,Dear Green,,,,Nutmeg Spices Chocolate Caramelized Apple
Brazil Santos - Green - Rfa,Colombia,Two Dogs,,,,Nutty Sweet Strawberry Cherry Fruity Bitter
Danche Espresso,Colombia,Workshop Coffee,,,,Hazelnut Dark  Chocolate Nutty  Cocoa Caramelized
Banko Gotiti // Ethiopia,Mexico,Yallah,,,,Strawberry
Rudolph'S Roast,Indonesia,Loud Mouth Coffee,,,,Maple  Syrup Peach Other  Fruit
Brazil Coffee,Brazil,Winchester Coffee Roasters,ArabicaRobiaceae Coffea,Honey,Light,Nutty  Cocoa Molasses Floral Berry Citrus  Fruit
"Hambela Wamena (washed), Ethiopia",Ethiopia,Machina,WilshoKumie,Washed,Light,Almond Caramelized Pear
Colombia - Inza Cauca (single Origin),Colombia,Crude,CastilloCaturra,Washed,Light,Roasted Hazelnut Dark  Chocolate
Hunda Community // East Timor,Timor,Yallah,TypicaHybrido de Timor,Washed,Medium,Caramelized Cherry Lemon
Steadfast,Uganda,Olfactory Coffee,SL-14Catimor / AtengRed Catuai,Washed,Medium,Anise Nutty Dark  Chocolate Sweet  Aromatic Other  Fruit Herb like
Brazil - Ipanema Gourmet,Honduras,Bean Brothers,TopázioAcaia,Honey,Medium Dark,Jasmine Peach Orange
"La Naranja And Ivan Cruz Clevado, Peru | Decaf",Brazil,Williams & Johnson,Red CaturraPache ComumTypicaYellow Bourbon,DecafHoney,Dark,Dark  Chocolate Floral Lemon
Dragon/Draig,Peru,Welsh Coffee,CaturraBourbon,Washed,Light,Almond Dark  Chocolate Cocoa Floral Lemon Citrus  Fruit
Colombia Huila Especial - Sugar Cane Decaf,Panama,UE Coffee Roasters,Colombia,"DecafWashed, Sugarcane (E.A.)",Green,Roasted Chocolate Dark  Chocolate Jasmine Berry Peach Lime Fruity
Pecan Sweet - Blend,Nicaragua,Coffee Novice,Arabica,DecafNatural,Dark,Roasted Hazelnut Chocolate Caramelized Lime
Natural Decaf Espresso,Colombia,Chimney Fire Coffee,CastilloColombiaCaturraArabica,Washed,Medium,Roasted Hazelnut Chocolate Vanilla Orange
Ethiopia - Biftu Gudina,Brazil,Jolly Bean,Ethiopia / Sudan AssesionAgaroGimmaRobiaceae Coffea,Washed,Medium,Pear
Raw Green Tanzania Majinja,Guatemala,On The Grind,TypicaRobiaceae CoffeaSL-28,Washed,Medium,Spices Sweet Floral Floral Other  Fruit Lemon Citrus  Fruit Overripe
Mr Wolf,Ethiopia,Wolfox,CastilloCaturraTypica,Washed,Dark,Grain Roasted Fruity Winey
"Israel Degfa, Gelana Gesha",Tanzania,Plot Roasting,Ethiopia / Sudan AssesionGesha / Abyssinia,Washed,Dark,Smoky Almond Dried  Fruit Coconut
Colombia San Aldofo Coffee,Peru,Hope Espresso,ColombiaPink Bourbon,Natural,Medium,Sweet  Aromatic Peach
Kisii Peaberry,Colombia,Edgcumbes,Ruiru 11SL-34SL-28,Washed,Light,Chocolate Dark  Chocolate Caramelized Cherry Orange Overripe Bitter
"Finca La Esperanza, Tres Dragones - Colombia",Ethiopia,Coffee Gems,Colombia,Washed,Medium,Dark  Chocolate Molasses Caramelized Honey Sweet Berry Other  Fruit Lime Fruity Other
The Docks House Blend,Colombia,North Star,SL-28,Washed,Medium,Maple  Syrup Blackberry Apple Fresh
Thiriku,Kenya,Monmouth Coffee,Hybrido de Timor,Washed,Dark,Black  Tea Rose Grape Pear Other  Fruit
Timor-Leste Koileki,Honduras,Hard Lines,CastilloColombiaCaturra,Washed,Dark,Chocolate Honey Citrus  Fruit
Timber Town Espresso Blend,Colombia,Outpost,CastilloColombiaCaturra,Washed,Light,Berry Pomegranate Apple Fruity Fresh
Colombia Malla 14 - Espresso,El Salvador,39 Steps,PacasBourbon,Washed,Medium,Nutty  Cocoa Sweet Fruity
Colombia - Inza Asorcafe,Brazil,Crown & Canvas,TypicaHybrido de Timor,Honey,Medium,Dark  Chocolate Molasses Caramelized Sweet Floral Peach Lemon Citrus  Fruit Fruity
Filter - Single Origin,Indonesia,Flying Horse,CaturraBourbonTypica,Washed,Medium,Chocolate Sweet Floral Citrus  Fruit Winey
Rotutu,Kenya,Max Fronteras,ColombiaRobiaceae Coffea,Washed,Medium,Cinnamon Almond Molasses Caramelized
Colombian Medellin Excelso Rfa,Timor,Two Dogs,CastilloYellow CatuaiRed Catuai,Washed,Dark,Molasses Brown  Sugar Floral Floral Peach
Escape Espresso,Peru,Stewarts of Trent Bridge,CaturraBourbonTypicaIcatuCatimor / Ateng,Washed,Medium,Roasted Nutty Chocolate Sweet Other  Fruit
Mainline Espresso,Brazil,Sleeper,TypicaArabicaCatimor / Ateng,Natural,Light,Chocolate
Tie Guan Yin ~ Iron Goddess Of Mercy Oolong Tea,Colombia,Two Dogs,CastilloCaturraMundo NovoBourbonArabicaCatuai,Honey,Dark,Spices Honey Sweet Berry Other  Fruit Lemon
Riverside | Great Taste Award Winner,Colombia,Edgcumbes,BourbonSL-34SL-28Kent,"DecafWashed, Mountain Water",Medium,Floral Floral Peach Citrus  Fruit
The Future Coffee,El Salvador,Edgcumbes,Catuai,Washed,Light,Chocolate Honey Pear
Nábla,Timor,Causeway,ColombiaCaturra,Natural,Medium,Chocolate Sweet Dried  Fruit
Zawadi Peaberry Kenya,Colombia,Littlestone,SL-14SL-28,Natural, Dark,Sweet Strawberry Pineapple Pear Fruity Bitter
"Honduras, Capucas Cooperative",Brazil,Quantum Roasters,CaturraPache ComumBourbonCatuai,Washed,Medium,Sweet Cherry Grape Other  Fruit
"Colombia Nevado Montebonito, Caldas",Colombia,Kaffee Culture,PacasBourbonCatuai,Washed,Light,Nutty Chocolate Cocoa Citrus  Fruit
Autistica – Uganda,Brazil,HEJ,Bourbon,Natural,Dark,Roasted Fruity
Peru Cajamarca Wilson Centurion - Organic,Colombia,Beanberry,Ethiopia / Sudan AssesionRobiaceae Coffea,Washed,Medium,Dark  Chocolate Maple  Syrup Blueberry Raisin Bitter
House Blend,China,Poblado Coffi,Catuai,Washed,Green,Molasses Caramelized Sweet Grape Other  Fruit
No Caff - Decaffeinated Coffee. Water Process.,Brazil,Sidewalk Coffee,Kaffa,Natural,Medium,Hazelnut Almond Citrus  Fruit
Guatemala Huehuetenango,Indonesia,On The Grind,Ruiru 11SL-34BatianSL-28,Natural,Light,Dark  Chocolate Honey
Rescue Blend,Guatemala,Lost Barn,ColombiaMundo Novo,Washed,Medium,Chocolate Molasses Caramelized Vanilla Sweet Raspberry Peach Citrus  Fruit
Sorbetto Rwanda,Ethiopia,Elsewhere Coffee,Red CaturraJava (Cultivar),Washed,Medium Light,Nutmeg Maple  Syrup Vanilla Sweet
Ethiopian Yirgacheffe,Brazil,On The Grind,Ethiopia / Sudan AssesionRobiaceae Coffea,Natural,Dark,Cinnamon Dark  Chocolate Apple
Hacienda Sonoara - Washed,Kenya,Coffee Real,Ethiopia / Sudan AssesionRobiaceae Coffea,Natural,Medium Dark,Nutty Dark  Chocolate Maple  Syrup Berry Coconut
"Beloya, Ethiopia",Honduras,Long & Short,Typica,Washed,Light,Chocolate Caramelized Sweet Fruity
Kenya Mikari,Colombia,Bean Coffee,Arabica,Washed,Medium,Spices
Colombia 'Bilbao',Uganda,Peaberry Coffee Roasters,Caturra,Honey,Medium,Chocolate Sweet Apple Other  Fruit
Bolivia Finca El Kusillo,Peru,Modern Standard,Ethiopia / Sudan AssesionAgaroJARC 74110GimmaRobiaceae CoffeaJARC 74112,"DecafWashed, Mountain Water",Green,Roasted Nutty  Cocoa
Sidamo,Indonesia,Stokes Tea and Coffee,Kaffa,Washed,Dark,Caramelized Vanilla Sweet Strawberry
Ethiopia - Sidamo Gr2 - Green,Honduras,Two Dogs,Robiaceae Coffea,Honey,Dark,Sweet
Raw Green Peru Gonzilla,Guatemala,On The Grind,Colombia,Washed,Light,Chocolate Cherry Peach Other  Fruit Orange Fruity
Dragon Wagon Limited Edition Coffee,El Salvador,Fat Dragon,Catucai,Honey,Dark,Orange
Bolivia The Mamani Family,Brazil,Glen Lyon,Colombia,Natural,Medium,Roasted Hazelnut Dark  Chocolate Caramelized Sweet Berry Citrus  Fruit Fruity
Ethiopia (kabira),Rwanda,Broadway Coffee Roasters,CaturraBourbonTypicaCatimor / Ateng,Natural,Light,Brown  Sugar Floral Grapefruit
"Beloya, Ethiopia",Ethiopia,Long & Short,TypicaRobiaceae CoffeaSL-28,"DecafWashed, Sugarcane (E.A.)",Medium Light,Honey Sweet Peach Orange
No 83. - Peru,Costa Rica,Backyard Coffee,Robiaceae Coffea,Honey,Dark,Berry Fruity
Colombian,Ethiopia,Stirling Coffee,ArabicaSL-34SL-28,"Natural, Anaerobic or Macerated",Dark,Strawberry Other  Fruit Winey
"*new* Mr Monte, Brazil",Kenya,Wacka Espresso,Yellow CatuaiRed Catuai,Washed,Medium,Nutty Dark  Chocolate
52% Hot Chocolate,Colombia,Modern Standard,Red Catuai,"DecafWashed, Sugarcane (E.A.)",Dark,Nutty Dark  Chocolate Apple Fresh
San Ignacio Mw Decaf,Bolivia,Coffee Real,CastilloColombiaCaturra,Washed,Dark,Spices Dark  Chocolate Cocoa Bitter
Kenya Kisii Peaberry,Ethiopia,On The Grind,Colombia,Washed,Medium,Nutmeg Citrus  Fruit Medicinal
#00b Brazilian Bourbon,Ethiopia,Lars & Margo,Castillo,Natural,Medium,Burnt Nutty Chocolate Sweet Bitter
Tanzania,Peru,Stirling Coffee,CaturraBourbonArabicaSarchimor,Natural,Medium,Molasses Sweet Cherry Lime
Kenya Kigwandi Aa,Bolivia,Beanberry,Arabica,Washed,Medium,Dark  Chocolate Cherry Lime
Brazil Cachoeira Farm Natural Peaberry Red And Yellow Catuai,Ethiopia,Two Dogs,CastilloCaturra,"DecafWashed, Sugarcane (E.A.)",Medium,Molasses Caramelized Vanilla Fruity
Green Exclusive Veloso,Ethiopia,Coffee Being,Robiaceae Coffea,Washed,Light,Hazelnut Almond Chocolate
Tumbaga Decaf,Peru,Blossom,Acaia,Natural,Medium Dark,Roasted
Colombia Tolima Coffee,Colombia,Hope Espresso,Ethiopia / Sudan AssesionCaturraArabicaRobiaceae CoffeaCatuai,"DecafWashed, Swiss Water",Medium Dark,Nutty  Cocoa Floral Strawberry Winey
Colombia Huver Castillo,Brazil,Triple Co Roast,RobustaRed Catuai,Natural,Light,Chocolate Maple  Syrup Sweet Dried  Fruit Citrus  Fruit
La Aurora,Colombia,Kofra,CaturraBourbonTypicaArabica,Washed,Medium,Hazelnut Nutty Chocolate Sweet
The Nod Podcast Coffee,Peru,Nude,CastilloCaturra,Washed,Medium,Cinnamon Spices Floral Floral Citrus  Fruit
Colombia Decaf,Kenya,Roastworks,Ethiopia / Sudan AssesionArabicaRobiaceae CoffeaRobusta,Washed, Dark,Floral Orange
Ethiopia Sidamo Coffee,Brazil,Well Roasted,Mundo Novo,Washed,,Malt Nutty Dark  Chocolate Nutty  Cocoa Maple  Syrup Sweet Apple Pear Bitter
Kenya Estate Coffee,Tanzania,H. R. Higgins,CaturraMundo NovoTypicaCatimor / Ateng,Natural,,Hazelnut Chocolate Vanilla Dried  Fruit
Arboretum,Kenya,Dark Woods,Icatu,"DecafWashed, Swiss Water",,Spices Vanilla Fruity
Italian Edge Coffee Blend,Brazil,Edgcumbes,CaturraBourbon,Washed,,Caramelized Honey Sweet
Peru Classic Espresso,Brazil,Chimney Fire Coffee,Ethiopia / Sudan Assesion,Natural,,Dark  Chocolate Raspberry Strawberry Cherry Other  Fruit Winey Fermented
The Pilgrim Coffee Espresso,Colombia,Coffee Gems,Robiaceae Coffea,Washed,,Nutty Dark  Chocolate Other  Fruit
Rainbow Sugarcane Decaf (colombia),Colombia,Maude Coffee,ArabicaRobiaceae Coffea,Natural,,Nutty Sweet Rose Berry Grape Pear
Brooklyn Espresso,Colombia,Wellington,Caturra,,,Blackberry Raspberry Peach
Community  Sos Africa,Guatemala,Sabins,PacasPacamaraBourbonMaragogype,,,Anise Sweet  Aromatic Jasmine Peach Lemon
Brazil - Mió Microlot 1988 - 200g,Costa Rica,Abstract,Rubi,,,Hazelnut Brown  Sugar Grapefruit
Organic Peru – Swiss Water Decaf,Colombia,Redroaster,CastilloColombiaCaturraMokkaHybrido de TimorYellow Bourbon,,,Sweet Fresh
Sítio São José,Ethiopia,Coffee Real,CastilloCaturra,,,Chocolate Sweet Berry
Guatemala (erika Sanchez),Kenya,Broadway Coffee Roasters,CaturraBourbon,,,Nutty Maple  Syrup Honey
Mama Aya - Washed (tanzania),Costa Rica,Maude Coffee,ArabicaRobusta,,,Vanilla Raisin Apple
"Yemen, Mocha Mattari",Ethiopia,Quantum Roasters,TypicaRobiaceae CoffeaSL-28,,,Cocoa Brown  Sugar Apple
Majestic Eagle | Ethical Coffee Blend,Brazil,Ethical Addictions,Yellow Bourbon,,,Hazelnut Almond Chocolate Orange
Trio (3 Different Roasts),India,Dark Woods,,,,Chocolate Nutty  Cocoa Vanilla Floral Floral Lime Citrus  Fruit Fruity
Peru | Eufemio Dominguez,Peru,Hundred House,,,,Nutty Chocolate Caramelized Sweet
Canya,Brazil,Origin,,,,Sweet Floral Berry
Blind Faith · Single Origin Brazilian Coffee,Nicaragua,5 Rings,,,,Hazelnut Chocolate Molasses
Sumatra Gayo Highlands Coffee Beans,Honduras,Grumpy Mule,,,,Nutty Chocolate Vanilla Peach
#002 Blend,Colombia,Lars & Margo,,,,Hazelnut Chocolate Nutty  Cocoa Vanilla Bitter Other
Colombia El Edén Decaf,Ethiopia,Bean Coffee,,,,Dark  Chocolate Honey Cherry
The Wanderer 001 Pepe Jijón - Ecuador,Ecuador,Macondo,Sidra,Natural,Dark,Roasted
Derek'S Darkside - Seasonal,El Salvador,Bean Brothers,Mundo NovoEthiopia / Sudan AssesionBourbonRobiaceae CoffeaCatuai,Washed,Medium,Hazelnut Chocolate Vanilla Apple Other  Fruit
Blue Mountain,Brazil,Edgcumbes,Blue Mountain,Washed,Dark,Dark  Chocolate Berry Bitter
Highland Roast,Ethiopia,Inverness Coffee Roasting Co.,SL-14SL-28,"DecafWashed, Swiss Water",Medium Dark,Dark  Chocolate Sweet Cherry Apple
Decaf Swiss Water Processed Ground Coffee,Jamaica,Grumpy Mule,Red Bourbon,Natural,Medium,Roasted Nutty Chocolate Nutty  Cocoa Caramelized Honey Vanilla Sweet
Uganda: Mahango - Single Origin (direct Trade) - 100% Arabica - Newly Arrived,South America,Rinaldo's Coffee,PacasMundo NovoLempiraCatucaiCatuaiYellow Bourbon,Natural,Light,Chocolate Floral Blueberry Strawberry Citrus  Fruit
Remera,Asia,Olfactory Coffee,Catuai,Washed,Medium Dark,Chocolate Molasses Caramelized Other  Fruit
"Refisa Ato Abadir, Ethiopia (1kg)",Uganda,Root & Branch,BourbonTypicaCatimor / Ateng,Natural,Medium,Chocolate Floral Floral Fruity
Hand Roasted In Cornwall,Rwanda,Hands On Coffee,Yellow CatuaiCaturraBourbon,Washed, Dark,Roasted Chocolate Nutty  Cocoa Caramelized Sweet Berry Fruity
"Daterra, Brazil",Ethiopia,Simba Bru,BourbonTypicaArusha,Decaf,Dark,Chocolate Caramelized Vanilla Sweet Citrus  Fruit
Peru Café Femenino,Brazil,Green Farm,PacasBourbon,Washed,Light,Floral Peach
Decaf Rfa,Honduras,Ouseburn Coffee Co,Robiaceae Coffea,Washed,Dark,Nutty Sweet Other  Fruit Fruity
Mexico Shg Zongolica _ Woman Power Zongolica,Brazil,Well Roasted,Catuai,Washed,Medium,Hazelnut Chocolate Citrus  Fruit
Benedict Blend - Brazil & Nicaragua,Peru,Old Spike,Typica,Washed,Medium,Floral Lemon
Papua New Guinea Kenta Co-Op,Mexico,On The Grind,SL-34,Washed,Green,Caramelized Floral Cherry
Las Terrazas,Mexico,Square Mile Coffee,Ethiopia / Sudan AssesionArabicaSL-28,Washed,Medium,Almond Chocolate Other  Fruit Overripe
The Daily Grind,Brazil,On The Grind,CaturraBourbonTypica,Washed,Medium,Sweet Raisin Dried  Fruit Citrus  Fruit
Guatemala Finca La Cumbre Fraijanes,Nicaragua,On The Grind,Ethiopia / Sudan Assesion,Washed,Medium,Spices Nutty Chocolate Caramelized Vanilla Floral Floral Citrus  Fruit Fruity
Raw Green Indonesian Old Brown Java,Papua New Guinea,On The Grind,Robiaceae Coffea,Honey,Dark,Berry Pear Winey Fermented
"Kamundu, Kiambu - Kenya",El Salvador,Coffee Gems,Ethiopia / Sudan AssesionRobiaceae Coffea,Washed,Light,Cereal Caramelized Sweet Dried  Fruit Orange Lemon Whiskey
Kenyan Peaberry Coffee,El Salvador,Winchester Coffee Roasters,Caturra,Natural,Medium,Chocolate Sweet Other  Fruit
Colombian Antioquia,Colombia,On The Grind,Yellow Catuai,Washed,Medium,Chocolate Molasses Caramelized Citrus  Fruit
Ethiopian Sidamo Grade 1,Ethiopia,Boun Beans,CastilloColombiaCaturraTabi,Natural,Medium,Burnt Nutmeg Cocoa Sweet Lime Citrus  Fruit
Origami Aroma Mug,Guatemala,The Bean Shop,Bourbon,Washed,Light,Caramelized Vanilla Sweet Other  Fruit
Mocha Java Blend,Indonesia,On The Grind,ColombiaCaturra,"Natural, Anaerobic or Macerated",Medium,Almond Nutty Chocolate
Home Barista Starter Pack | Ethiopia,Kenya,Notes,Pache Comum,Natural,Medium,Cocoa Nutty  Cocoa Vanilla Sweet Berry Citrus  Fruit Fruity
Finca San Francisco,Kenya,Coffee Real,Mundo Novo,Natural,Dark,Caramelized Raspberry Peach Other  Fruit Fruity
Jacutinga Sitio,Colombia,Ethical Addictions,BourbonBourbon Mayaguez 139Bourbon Mayaguez 71,Natural,Light,Roasted Spices Chocolate Cocoa Caramelized Sweet Floral Floral Berry Pineapple Pear Other  Fruit Grapefruit Lime Fruity
Colombia – Inza Calderas,Ethiopia,Footprint Coffee,Robusta,Honey,Medium,Burnt Roasted Peanuts Chocolate Sweet Citrus  Fruit
El Salvador Anaerobic Soaked Miramar,Indonesia,UE Coffee Roasters,Red Bourbon,Natural,Light,Dark  Chocolate Honey
Pedraza,Ethiopia,Smith Street,Catimor / Ateng,Honey,Dark,Brown  Sugar Raspberry Sour  Aromatics Fresh
La Senda,Ethiopia,Fireheart Coffee,Mundo NovoColombiaCaturraTypicaCatuai,"DecafWashed, Sugarcane (E.A.)",Medium,Roasted Spices Floral Floral Winey
Bom Jesus,Guatemala,Coffee Direct,Robiaceae Coffea,Washed,Medium,Vanilla Floral Strawberry Peach Orange
Rwanda Kinini Kinigazi,Brazil,Kaffee Culture,Gesha / Abyssinia,Natural,Medium,Cereal Nutty  Cocoa Vanilla Raspberry Lemon Citrus  Fruit Fruity
Pink Bourbon,Colombia,Atkinsons,Catimor / Ateng,Natural,Dark,Cereal Grape Grapefruit
Sensory Box Two- Robusta Coffee,El Salvador,Hope Espresso,Colombia,Washed,Medium,Nutty  Cocoa Vanilla Sweet Raspberry Pineapple Peach
Kilimbi - Anoxic,Colombia,Sleeper,Maragogype,Natural,Dark,Sweet  Aromatic Jasmine Floral Floral Orange Citrus  Fruit
Sumatra Mandheling Tekengong,Guatemala,On The Grind,Ethiopia / Sudan AssesionGimmaKaffa,Washed,Medium Light,Floral Floral Lemon
House Blend,Brazil,Scotties Coffee,Castillo,Honey,Light,Brown  Sugar Vanilla Citric  Acid
Colombia - Tumbaga Sugarcane Decaf,Rwanda,Terrone & Co.,CaturraCatuai,Washed, Dark,Almond Dark  Chocolate Peach
Herrera Geisha (filter),Colombia,Round Hill Roastery,SL-34SL-28,Washed,Medium,Brown  Sugar Floral Floral Apple
Banka | China,Rwanda,Vagabond,ColombiaArabicaRobusta,Natural,Medium,Cocoa Caramelized
Villa Maria Red,Indonesia,Crankhouse Coffee,Red Bourbon,Natural,Medium,Roasted Chocolate Honey Floral Floral Peach
"Ismam, Mexico (organic)",Brazil,Machina,Bourbon,Natural,Dark,Cereal Nutty Cocoa Sweet Grape
"Ethiopia, Nesru Aba Nura",Colombia,Pink Lane Coffee,Kaffa,"Natural, Anaerobic or Macerated",Light,Cocoa Raspberry Fruity
Sevenstones // Colombia - Washed,Colombia,Land's End Coffee,Red Catuai,Washed,Light,Blueberry Citric  Acid Fermented
Costa Rica – Las Palomas Honey,Honduras,Forge Coffee Roasters,Kaffa,Washed,Dark,Spices
Kenya Gakuyu-Ini,Colombia,Ristretto,CastilloCaturraBourbonTypica,Natural,Dark,Nutty Dark  Chocolate Vanilla
Village  House  Blend,China,Clifton Coffee,ColombiaCaturraBourbonTypica,Honey,Medium,Honey Berry Other  Fruit Citric  Acid
El Salvador - Santa Leticia - Red Bourbon,Jamaica,On The Grind,BourbonBourbon Mayaguez 139Bourbon Mayaguez 71Jackson,Honey,Medium,Anise Hazelnut Chocolate Raspberry Fermented
Burundi Kirundo Cafex (natural),Colombia,Clifton Coffee,CaturraPacasPacamaraIcatuCatuai,Washed,Light,Cocoa Dried  Fruit Grapefruit Whiskey
Ethiopia Natural Djimmah,Mexico,Indy Coffee,Ruiru 11SL-34BatianSL-28,Washed,Medium Light,Chocolate Caramelized Orange
Sao Jose Pedra Grande,Ethiopia,Passion Fruit,CaturraPache Comum,Washed,Light,Chocolate Caramelized Berry
Ethiopia Chelichele,Colombia,Bean Coffee,Colombia,DecafWashed,Medium,Molasses Raspberry Orange
Ciara,Costa Rica,Causeway,Robiaceae Coffea,Honey,Medium,Chocolate Sweet
"Colombian, Planadas Community",Kenya,Stewarts of Trent Bridge,Arabica,Washed,Medium,Dark  Chocolate Berry Sour  Aromatics Fresh
Rwanda - Kinini Spring Harvest - Natural,D.R. Congo,Black Cat Coffee,Red CaturraPache ComumTypicaYellow Bourbon,"Natural, Anaerobic or Macerated",Medium,Molasses Caramelized Apple Fruity
Guatemala Finca San Jeronimo Miramar,Kenya,Argyll Coffee Roasters,Yellow CatuaiBourbonRed BourbonBergendal / Sumatra,"DecafWashed, Swiss Water",Medium Light,Molasses Caramelized Sweet Dried  Fruit Pineapple
Honduras - Capucas Abeja (single Origin),Uganda,Crude,Ethiopia / Sudan Assesion,Washed,Light,Vanilla Orange Citrus  Fruit
Ndaro-Ini,Brazil,Caravan,Robiaceae Coffea,"DecafWashed, Sugarcane (E.A.)",Medium,Nutty  Cocoa
Peru - Luna Monsalve Lot #1,Colombia,Poblado Coffi,CaturraTypica,"DecafNatural, Sparkling Water (CO2)",Dark,Nutty Caramelized Sweet Berry Lemon Fruity Citric  Acid
Winchester Blend Coffee,Venezuela,Winchester Coffee Roasters,Ethiopia / Sudan AssesionColombiaRobiaceae CoffeaKaffa,"DecafWashed, Sparkling Water (CO2)",Dark,Nutty Chocolate Caramelized
Colombia – El Planadas,El Salvador,Hot Numbers,Robiaceae Coffea,Washed,Medium,Caramelized Brown  Sugar Raisin Apple
Fforest Blend – Seasonal,Burundi,Footprint Coffee,Yellow CatuaiRed Catuai,"Natural, Anaerobic or Macerated",Dark,Spices Floral Pineapple Peach Orange Citrus  Fruit Fruity
"La Naranja Decaf, Peru",Ethiopia,Fountain Rock,Gimma,Washed,Medium Light,Sweet Floral
Deerstalker - Blend - Brazil & El Salvador,Brazil,The Gentlemen Baristas,Pink Bourbon,Washed,Green,Floral Blackberry
