,coffee_title,coffee_origin,roaster_name,variety,production,roast_level,flavour
1924,Filter - Single Origin,Indonesia,Flying Horse,CaturraBourbonTypica,Washed,Omni,Dark ChocolateCocoaMolassesCaramelizedAppleOrange
1925,Rotutu,Kenya,Max Fronteras,ColombiaRobiaceae Coffea,Washed,Medium,CaramelizedSweetGrapeCitrus Fruit
1926,Colombian Medellin Excelso Rfa,Timor,Two Dogs,CastilloYellow CatuaiRed Catuai,Washed,Dark,HazelnutNuttyChocolateCaramelizedSweetRaisinDried FruitLimeCitrus FruitFruity
1927,Escape Espresso,Peru,Stewarts of Trent Bridge,CaturraBourbonTypicaIcatuCatimor / Ateng,Washed,Medium,NuttyChocolateCaramelizedSweet
1928,Mainline Espresso,Brazil,Sleeper,TypicaArabicaCatimor / Ateng,Natural,Filter,SweetBlack TeaFloralFloral
1929,Tie Guan Yin ~ Iron Goddess Of Mercy Oolong Tea,Colombia,Two Dogs,CastilloCaturraMundo NovoBourbonArabicaCatuai,Honey,DarkFilter,HazelnutChocolateFloralFloralPeach
1930,Riverside | Great Taste Award Winner,Colombia,Edgcumbes,BourbonSL-34SL-28Kent,"DecafWashed, Mountain Water",Omni,ChocolateCaramelizedMusty/Earthy
1931,The Future Coffee,El Salvador,Edgcumbes,Catuai,Washed,Light,SmokyHazelnutChocolateCaramelizedCitrus Fruit
1932,Nábla,Timor,Causeway,ColombiaCaturra,Natural,MediumOmni,ChocolateBerryCitrus Fruit
1933,Zawadi Peaberry Kenya,Colombia,Littlestone,SL-14SL-28,Natural,Extra Dark,CherryApplePeachOrange
1934,"Honduras, Capucas Cooperative",Brazil,Quantum Roasters,CaturraPache ComumBourbonCatuai,Washed,MediumEspresso,Sweet AromaticPeachFruity
1935,"Colombia Nevado Montebonito, Caldas",Colombia,Kaffee Culture,PacasBourbonCatuai,Washed,Filter,PeachPearFruity
1936,Autistica – Uganda,Brazil,HEJ,Bourbon,Natural,Espresso,CaramelizedSweetFloralFloralPineappleAppleOther FruitGrapefruitFruity
1937,Peru Cajamarca Wilson Centurion - Organic,Colombia,Beanberry,Ethiopia / Sudan AssesionRobiaceae Coffea,Washed,MediumFilter,Nutty/CocoaFruity
1938,House Blend,China,Poblado Coffi,Catuai,Washed,Green,Roasted
1939,No Caff - Decaffeinated Coffee. Water Process.,Brazil,Sidewalk Coffee,Kaffa,Natural,Omni,ChocolateSweetFloralCitrus FruitWiney
1940,Guatemala Huehuetenango,Indonesia,On The Grind,Ruiru 11SL-34BatianSL-28,Natural,Filter,CerealCaramelizedCherry
1941,Rescue Blend,Guatemala,Lost Barn,ColombiaMundo Novo,Washed,MediumOmni,BlueberryStrawberryLemonCitrus FruitFruity
1942,Sorbetto Rwanda,Ethiopia,Elsewhere Coffee,Red CaturraJava (Cultivar),Washed,Medium LightFilter,ChocolateBlueberryStrawberry
1943,Ethiopian Yirgacheffe,Brazil,On The Grind,Ethiopia / Sudan AssesionRobiaceae Coffea,Natural,Espresso,SweetGrapefruitLimeCitrus FruitOverripe
1944,Hacienda Sonoara - Washed,Kenya,Coffee Real,Ethiopia / Sudan AssesionRobiaceae Coffea,Natural,Medium DarkFilter,ChocolateBlueberryStrawberry
1945,"Beloya, Ethiopia",Honduras,Long & Short,Typica,Washed,Light,ChocolatePeachLemon
1946,Kenya Mikari,Colombia,Bean Coffee,Arabica,Washed,Medium,SpicesChocolateVanillaFloralFloralBerryAppleCitrus FruitFresh
1947,Colombia 'Bilbao',Uganda,Peaberry Coffee Roasters,Caturra,Honey,Medium,VanillaSweetFruity
1948,Bolivia Finca El Kusillo,Peru,Modern Standard,Ethiopia / Sudan AssesionAgaroJARC 74110GimmaRobiaceae CoffeaJARC 74112,"DecafWashed, Mountain Water",Green,ChocolateHoneyLime
1949,Sidamo,Indonesia,Stokes Tea and Coffee,Kaffa,Washed,Espresso,RoastedSpicesFloralFloralWiney
1950,Ethiopia - Sidamo Gr2 - Green,Honduras,Two Dogs,Robiaceae Coffea,Honey,Espresso,SpicesVanillaFruity
1951,Raw Green Peru Gonzilla,Guatemala,On The Grind,Colombia,Washed,Filter,RoastedNuttyMaple SyrupCaramelizedHoneySweetBerryPeachFruitySour
1952,Dragon Wagon Limited Edition Coffee,El Salvador,Fat Dragon,Catucai,Honey,Espresso,Dark ChocolateSweetDried FruitPeachBitterOther
1953,Bolivia The Mamani Family,Brazil,Glen Lyon,Colombia,Natural,Omni,VanillaBlueberryStrawberryOther FruitFermentedOverripe
1954,Ethiopia (kabira),Rwanda,Broadway Coffee Roasters,CaturraBourbonTypicaCatimor / Ateng,Natural,LightFilter,ChocolateBlueberryStrawberry
1955,"Beloya, Ethiopia",Ethiopia,Long & Short,TypicaRobiaceae CoffeaSL-28,"DecafWashed, Sugarcane (E.A.)",Medium LightOmni,NutmegHazelnutBrown SugarGrapeApple
1956,No 83. - Peru,Costa Rica,Backyard Coffee,Robiaceae Coffea,Honey,DarkOmni,FloralFruity
1957,Colombian,Ethiopia,Stirling Coffee,ArabicaSL-34SL-28,"Natural, Anaerobic or Macerated",Espresso,ChocolateCherryFruity
1958,"*new* Mr Monte, Brazil",Kenya,Wacka Espresso,Yellow CatuaiRed Catuai,Washed,Omni,HazelnutVanilla
1959,52% Hot Chocolate,Colombia,Modern Standard,Red Catuai,"DecafWashed, Sugarcane (E.A.)",Espresso,Nutty/CocoaVanillaLemonCitrus FruitVegetative
1960,San Ignacio Mw Decaf,Bolivia,Coffee Real,CastilloColombiaCaturra,Washed,Espresso,MolassesBrown SugarFloralFloralPeach
1961,Kenya Kisii Peaberry,Ethiopia,On The Grind,Colombia,Washed,MediumOmni,NuttyChocolateCaramelizedVanillaSweetOrange
1962,#00b Brazilian Bourbon,Ethiopia,Lars & Margo,Castillo,Natural,MediumOmni,PineappleOther FruitGrapefruit
1963,Tanzania,Peru,Stirling Coffee,CaturraBourbonArabicaSarchimor,Natural,MediumEspresso,VanillaBerrySour AromaticsUnder-ripe
1964,Kenya Kigwandi Aa,Bolivia,Beanberry,Arabica,Washed,MediumOmni,NutmegMolassesCaramelizedHoneyBerry
1965,Brazil Cachoeira Farm Natural Peaberry Red And Yellow Catuai,Ethiopia,Two Dogs,CastilloCaturra,"DecafWashed, Sugarcane (E.A.)",MediumEspresso,Dark ChocolateBlackberryRaisin
1966,Green Exclusive Veloso,Ethiopia,Coffee Being,Robiaceae Coffea,Washed,Filter,ChocolateBrown SugarVanillaApple
1967,Tumbaga Decaf,Peru,Blossom,Acaia,Natural,Medium Dark,NuttyChocolateNutty/CocoaCaramelizedSweetRaisin
1968,Colombia Tolima Coffee,Colombia,Hope Espresso,Ethiopia / Sudan AssesionCaturraArabicaRobiaceae CoffeaCatuai,"DecafWashed, Swiss Water",Medium DarkEspresso,CocoaSweet AromaticGrape
1969,Colombia Huver Castillo,Brazil,Triple Co Roast,RobustaRed Catuai,Natural,Filter,AlmondNuttyCocoaSweetCitrus Fruit
1970,La Aurora,Colombia,Kofra,CaturraBourbonTypicaArabica,Washed,Medium,Fruity
1971,The Nod Podcast Coffee,Peru,Nude,CastilloCaturra,Washed,Omni,PeanutsHoneyBrown SugarFloralPear
1972,Colombia Decaf,Kenya,Roastworks,Ethiopia / Sudan AssesionArabicaRobiaceae CoffeaRobusta,Washed,Extra Dark,ChocolateHoneyVanillaSweetFloralFloralLemonCitrus FruitFermented
1973,Ethiopia Sidamo Coffee,Brazil,Well Roasted,Mundo Novo,Washed,,VanillaStrawberryBerryPineapple
1974,Kenya Estate Coffee,Tanzania,H. R. Higgins,CaturraMundo NovoTypicaCatimor / Ateng,Natural,,Citrus FruitFruity
1975,Arboretum,Kenya,Dark Woods,Icatu,"DecafWashed, Swiss Water",,Dark ChocolateCaramelizedOther Fruit
1976,Italian Edge Coffee Blend,Brazil,Edgcumbes,CaturraBourbon,Washed,,RoastedChocolateCaramelizedVanillaSweetFruity
1977,Peru Classic Espresso,Brazil,Chimney Fire Coffee,Ethiopia / Sudan Assesion,Natural,,ChocolateCaramelizedSweet
1978,The Pilgrim Coffee Espresso,Colombia,Coffee Gems,Robiaceae Coffea,Washed,,NuttyDark ChocolateCaramelizedHoneySweetBerryFruity
1979,Rainbow Sugarcane Decaf (colombia),Colombia,Maude Coffee,ArabicaRobiaceae Coffea,Natural,,MolassesCaramelizedOther FruitOrange
1980,Brooklyn Espresso,Colombia,Wellington,Caturra,,,RoastedHazelnutChocolateBerry
1981,Community  Sos Africa,Guatemala,Sabins,PacasPacamaraBourbonMaragogype,,,NuttyChocolateRaisin
1982,Brazil - Mió Microlot 1988 - 200g,Costa Rica,Abstract,Rubi,,,CerealDark ChocolateSweetDried FruitCitrus Fruit
1983,Organic Peru – Swiss Water Decaf,Colombia,Redroaster,CastilloColombiaCaturraMokkaHybrido de TimorYellow Bourbon,,,ChocolateCaramelizedSweetBerryAppleFruity
1984,Sítio São José,Ethiopia,Coffee Real,CastilloCaturra,,,Lime
1985,Guatemala (erika Sanchez),Kenya,Broadway Coffee Roasters,CaturraBourbon,,,VanillaSweetGrapeOther FruitCitrus FruitFruityMusty/Earthy
1986,Mama Aya - Washed (tanzania),Costa Rica,Maude Coffee,ArabicaRobusta,,,Sweet
1987,"Yemen, Mocha Mattari",Ethiopia,Quantum Roasters,TypicaRobiaceae CoffeaSL-28,,,Floral
1988,Majestic Eagle | Ethical Coffee Blend,Brazil,Ethical Addictions,Yellow Bourbon,,,NuttyChocolateNutty/Cocoa
1989,Trio (3 Different Roasts),India,Dark Woods,,,,Dark ChocolateCocoaCitrus Fruit
1990,Peru | Eufemio Dominguez,Peru,Hundred House,,,,NuttyDark ChocolateCocoaCaramelizedSweetDried FruitOrange
1991,Canya,Brazil,Origin,,,,AlmondChocolateMolassesCaramelizedOther Fruit
1992,Blind Faith · Single Origin Brazilian Coffee,Nicaragua,5 Rings,,,,ChocolateSweetCitrus Fruit
1993,Sumatra Gayo Highlands Coffee Beans,Honduras,Grumpy Mule,,,,ChocolatePeachOther Fruit
1994,#002 Blend,Colombia,Lars & Margo,,,,MolassesBrown SugarFloralFloralPeach
1995,Colombia El Edén Decaf,Ethiopia,Bean Coffee,,,,CocoaSweetDried FruitCitrus FruitFruity
1996,Nicaragua,Brazil,Welsh Coffee,,,,
1997,Uganda Rwenzori Kisinga Natural,Peru,Sabins,,,,
1998,Kenya Kisii Peaberry,Brazil,On The Grind,,,,
1999,Fazenda Sertãozinho,Guatemala,Coffee Real,,,,
2000,The Wanderer 001 Pepe Jijón - Ecuador,Ecuador,Macondo,Sidra,Natural,Espresso,Spices
2001,Derek'S Darkside - Seasonal,El Salvador,Bean Brothers,Mundo NovoEthiopia / Sudan AssesionBourbonRobiaceae CoffeaCatuai,Washed,Medium,RoastedNuttyDark ChocolateMaple Syrup
2002,Blue Mountain,Brazil,Edgcumbes,Blue Mountain,Washed,DarkEspresso,ChocolateVanillaSweet
2003,Highland Roast,Ethiopia,Inverness Coffee Roasting Co.,SL-14SL-28,"DecafWashed, Swiss Water",Medium Dark,Dark ChocolateCaramelizedVanilla
2004,Decaf Swiss Water Processed Ground Coffee,Jamaica,Grumpy Mule,Red Bourbon,Natural,Omni,ChocolateNutty/CocoaVanillaSweetCitrus FruitSour
2005,Uganda: Mahango - Single Origin (direct Trade) - 100% Arabica - Newly Arrived,South America,Rinaldo's Coffee,PacasMundo NovoLempiraCatucaiCatuaiYellow Bourbon,Natural,Filter,VanillaBlueberryCherry
2006,Remera,Asia,Olfactory Coffee,Catuai,Washed,Medium DarkEspresso,FloralPomegranate
2007,"Refisa Ato Abadir, Ethiopia (1kg)",Uganda,Root & Branch,BourbonTypicaCatimor / Ateng,Natural,Omni,SweetBerryCitrus FruitFruity
2008,Hand Roasted In Cornwall,Rwanda,Hands On Coffee,Yellow CatuaiCaturraBourbon,Washed,Extra Dark,MolassesCaramelizedVanillaCherry
2009,"Daterra, Brazil",Ethiopia,Simba Bru,BourbonTypicaArusha,Decaf,Espresso,ChocolateHoneySweetOther Fruit
2010,Peru Café Femenino,Brazil,Green Farm,PacasBourbon,Washed,Light,RoastedNuttyDark ChocolateMaple Syrup
2011,Decaf Rfa,Honduras,Ouseburn Coffee Co,Robiaceae Coffea,Washed,Espresso,NuttyChocolateCaramelizedBrown SugarFloralOther FruitFruityCitric Acid
2012,Mexico Shg Zongolica _ Woman Power Zongolica,Brazil,Well Roasted,Catuai,Washed,MediumOmni,Nutty/CocoaSweet
2013,Benedict Blend - Brazil & Nicaragua,Peru,Old Spike,Typica,Washed,Medium,Brown SugarSweetBerryCitric Acid
2014,Papua New Guinea Kenta Co-Op,Mexico,On The Grind,SL-34,Washed,Green,CaramelizedApple
2015,Las Terrazas,Mexico,Square Mile Coffee,Ethiopia / Sudan AssesionArabicaSL-28,Washed,MediumOmni,CaramelizedFloralFloralCitrus Fruit
2016,The Daily Grind,Brazil,On The Grind,CaturraBourbonTypica,Washed,Omni,ChocolateCherry
2017,Guatemala Finca La Cumbre Fraijanes,Nicaragua,On The Grind,Ethiopia / Sudan Assesion,Washed,Medium,TobacoSmokySpicesMusty/Earthy
2018,Raw Green Indonesian Old Brown Java,Papua New Guinea,On The Grind,Robiaceae Coffea,Honey,Espresso,Maple SyrupStrawberryPeach
2019,"Kamundu, Kiambu - Kenya",El Salvador,Coffee Gems,Ethiopia / Sudan AssesionRobiaceae Coffea,Washed,Filter,Berry
2020,Kenyan Peaberry Coffee,El Salvador,Winchester Coffee Roasters,Caturra,Natural,MediumOmni,SweetCitrus Fruit
2021,Colombian Antioquia,Colombia,On The Grind,Yellow Catuai,Washed,Omni,NutmegSweetRaisinCitrus FruitFruity
2022,Ethiopian Sidamo Grade 1,Ethiopia,Boun Beans,CastilloColombiaCaturraTabi,Natural,Omni,Citrus Fruit
2023,Origami Aroma Mug,Guatemala,The Bean Shop,Bourbon,Washed,Light,SpicesVanillaSweetBlueberryStrawberryLimeCitrus Fruit
2024,Mocha Java Blend,Indonesia,On The Grind,ColombiaCaturra,"Natural, Anaerobic or Macerated",Medium,HoneyVanillaJasmineFloralStrawberry
2025,Home Barista Starter Pack | Ethiopia,Kenya,Notes,Pache Comum,Natural,Medium,ChocolateSweetFloralCitrus FruitFruity
2026,Finca San Francisco,Kenya,Coffee Real,Mundo Novo,Natural,Espresso,HazelnutChocolateSweet
2027,Jacutinga Sitio,Colombia,Ethical Addictions,BourbonBourbon Mayaguez 139Bourbon Mayaguez 71,Natural,Light,MolassesCaramelizedBerryRaisinAppleFruity
2028,Colombia – Inza Calderas,Ethiopia,Footprint Coffee,Robusta,Honey,MediumOmni,StrawberryPearOther Fruit
2029,El Salvador Anaerobic Soaked Miramar,Indonesia,UE Coffee Roasters,Red Bourbon,Natural,Filter,AlmondSweetRoseFloralAppleFruityBitter
2030,Pedraza,Ethiopia,Smith Street,Catimor / Ateng,Honey,Espresso,NuttyMolassesMaple SyrupCaramelized
2031,La Senda,Ethiopia,Fireheart Coffee,Mundo NovoColombiaCaturraTypicaCatuai,"DecafWashed, Sugarcane (E.A.)",Omni,NuttyChocolateMaple SyrupSweet
2032,Bom Jesus,Guatemala,Coffee Direct,Robiaceae Coffea,Washed,Omni,CaramelizedHoneySweetLemon
2033,Rwanda Kinini Kinigazi,Brazil,Kaffee Culture,Gesha / Abyssinia,Natural,MediumOmni,ChocolateRaspberryApple
2034,Pink Bourbon,Colombia,Atkinsons,Catimor / Ateng,Natural,Espresso,Roasted
2035,Sensory Box Two- Robusta Coffee,El Salvador,Hope Espresso,Colombia,Washed,Medium,SweetFruityWiney
2036,Kilimbi - Anoxic,Colombia,Sleeper,Maragogype,Natural,Espresso,ChocolateDark ChocolateVanillaSweetDried FruitWhiskey
2037,Sumatra Mandheling Tekengong,Guatemala,On The Grind,Ethiopia / Sudan AssesionGimmaKaffa,Washed,Medium LightEspresso,NuttyChocolateCaramelizedVanillaCherryCitrus Fruit
2038,House Blend,Brazil,Scotties Coffee,Castillo,Honey,Filter,Brown Sugar
2039,Colombia - Tumbaga Sugarcane Decaf,Rwanda,Terrone & Co.,CaturraCatuai,Washed,Extra DarkOmni,NuttyCaramelizedHoneySweetFloralFloralBerry
2040,Herrera Geisha (filter),Colombia,Round Hill Roastery,SL-34SL-28,Washed,Omni,CocoaMolassesCaramelized
2041,Banka | China,Rwanda,Vagabond,ColombiaArabicaRobusta,Natural,Omni,ChocolateOther Fruit
2042,Villa Maria Red,Indonesia,Crankhouse Coffee,Red Bourbon,Natural,Omni,NutmegHazelnutCaramelizedOther Fruit
2043,"Ismam, Mexico (organic)",Brazil,Machina,Bourbon,Natural,Espresso,Berry
2044,"Ethiopia, Nesru Aba Nura",Colombia,Pink Lane Coffee,Kaffa,"Natural, Anaerobic or Macerated",Filter,NuttyHoneySweetGrape
2045,Sevenstones // Colombia - Washed,Colombia,Land's End Coffee,Red Catuai,Washed,Filter,ChocolateMaple SyrupCaramelizedBrown SugarOther Fruit
2046,Costa Rica – Las Palomas Honey,Honduras,Forge Coffee Roasters,Kaffa,Washed,Espresso,VanillaSweetBerryLemonSour AromaticsFresh
2047,Kenya Gakuyu-Ini,Colombia,Ristretto,CastilloCaturraBourbonTypica,Natural,DarkFilter,HazelnutChocolateCaramelized
2048,Village  House  Blend,China,Clifton Coffee,ColombiaCaturraBourbonTypica,Honey,MediumOmni,NutmegSweetCherry
2049,El Salvador - Santa Leticia - Red Bourbon,Jamaica,On The Grind,BourbonBourbon Mayaguez 139Bourbon Mayaguez 71Jackson,Honey,Omni,SweetBlack TeaFloralRaisinDried FruitApple
2050,Burundi Kirundo Cafex (natural),Colombia,Clifton Coffee,CaturraPacasPacamaraIcatuCatuai,Washed,Filter,SpicesChocolateVanillaSweet AromaticSweetBlueberryStrawberryLemonFruityOverripe
2051,Ethiopia Natural Djimmah,Mexico,Indy Coffee,Ruiru 11SL-34BatianSL-28,Washed,Medium Light,NutmegSpicesChocolateCaramelizedApple
2052,Sao Jose Pedra Grande,Ethiopia,Passion Fruit,CaturraPache Comum,Washed,Filter,NuttySweetStrawberryCherryFruityBitter
2053,Ethiopia Chelichele,Colombia,Bean Coffee,Colombia,DecafWashed,Medium,HazelnutDark ChocolateNutty/CocoaCaramelized
2054,Ciara,Costa Rica,Causeway,Robiaceae Coffea,Honey,MediumFilter,Dark ChocolateCaramelizedRaisin
2055,"Colombian, Planadas Community",Kenya,Stewarts of Trent Bridge,Arabica,Washed,Medium,Strawberry
2056,Rwanda - Kinini Spring Harvest - Natural,D.R. Congo,Black Cat Coffee,Red CaturraPache ComumTypicaYellow Bourbon,"Natural, Anaerobic or Macerated",Omni,Maple SyrupPeachOther Fruit
2057,Guatemala Finca San Jeronimo Miramar,Kenya,Argyll Coffee Roasters,Yellow CatuaiBourbonRed BourbonBergendal / Sumatra,"DecafWashed, Swiss Water",Medium Light,ChocolateCaramelizedHoneyBrown SugarVanillaSweetFloralOther FruitOrange
2058,Honduras - Capucas Abeja (single Origin),Uganda,Crude,Ethiopia / Sudan Assesion,Washed,LightFilter,StrawberryBerryPear
2059,Ndaro-Ini,Brazil,Caravan,Robiaceae Coffea,"DecafWashed, Sugarcane (E.A.)",MediumOmni,Dark ChocolateCaramelizedSweetStrawberryPineappleOther FruitGrapefruitLemon
2060,Peru - Luna Monsalve Lot #1,Colombia,Poblado Coffi,CaturraTypica,"DecafNatural, Sparkling Water (CO2)",Espresso,Nutty/CocoaMolassesFloralBerryCitrus Fruit
2061,Winchester Blend Coffee,Venezuela,Winchester Coffee Roasters,Ethiopia / Sudan AssesionColombiaRobiaceae CoffeaKaffa,"DecafWashed, Sparkling Water (CO2)",Espresso,AlmondCaramelizedPear
2062,Colombia – El Planadas,El Salvador,Hot Numbers,Robiaceae Coffea,Washed,Medium,RoastedHazelnutDark Chocolate
2063,Fforest Blend – Seasonal,Burundi,Footprint Coffee,Yellow CatuaiRed Catuai,"Natural, Anaerobic or Macerated",Dark,CaramelizedCherryLemon
2064,"La Naranja Decaf, Peru",Ethiopia,Fountain Rock,Gimma,Washed,Medium Light,AniseNuttyDark ChocolateSweet AromaticOther FruitHerb-like
2065,Deerstalker - Blend - Brazil & El Salvador,Brazil,The Gentlemen Baristas,Pink Bourbon,Washed,Green,JasminePeachOrange
2066,"Single Origin Coffee: Uraga Raro, Ethiopia",Ethiopia,Climpson & sons,Caturra,Natural,Extra Dark,Dark ChocolateFloralLemon
2067,"Beloya, Anaerobic Natural, Ethiopia",Guatemala,Outpost,Robiaceae Coffea,"Natural, Anaerobic or Macerated",DarkOmni,AlmondDark ChocolateCocoaFloralLemonCitrus Fruit
2068,Colombia - Cundinamarca Viani (decaf) (single Origin),Colombia,Crude,Catuai,"DecafWashed, Sugarcane (E.A.)",MediumOmni,RoastedChocolateDark ChocolateJasmineBerryPeachLimeFruity
2069,8am Blues - Organic,Colombia,Beanberry,Colombia,Honey,MediumOmni,RoastedHazelnutChocolateCaramelizedLime
2070,Farkoffee,Rwanda,Broadway Coffee Roasters,CastilloColombiaCaturra,Washed,,RoastedHazelnutChocolateVanillaOrange
2071,Brazil – Fazenda Organic Decaf,Guatemala,Sustain,CastilloColombiaCaturra,Washed,,Pear
2072,Half Caff - Reduced Caffeine Coffee Blend 50/50,Honduras,Sidewalk Coffee,CaturraBourbonTypicaRobiaceae Coffea,Honey,,SpicesSweetFloralFloralOther FruitLemonCitrus FruitOverripe
2073,Kennisa,Kenya,Artisan Roast,Ruiru 11SL-34SL-28,Washed,,GrainRoastedFruityWiney
2074,Luis Calderon Experimental Twin Pack,Peru,Hard Lines,CaturraBourbon,Washed,,SmokyAlmondDried FruitCoconut
2075,Nicaraguan Estelli,Kenya,On The Grind,S795,Washed,,Sweet AromaticPeach
2076,Ethiopian Guji Layo Tarage,Indonesia,Hands On Coffee,CaturraPache ComumBourbonCatuai,"DecafWashed, Mountain Water",,ChocolateDark ChocolateCaramelizedCherryOrangeOverripeBitter
2077,Sitio Nossa,Colombia,Coffee Real,TypicaRobiaceae CoffeaSL-28,Washed,,Dark ChocolateMolassesCaramelizedHoneySweetBerryOther FruitLimeFruityOther
2078,Filter Blend,Colombia,Kaffee Culture,Arabica,"DecafWashed, Sparkling Water (CO2)",,SweetFruity
2079,Cetec - Brazil,Peru,Cairngorm,Gesha / Abyssinia,Honey,,HazelnutChocolate
2080,Deer Hill,El Salvador,Dark Woods,Catuai,Washed,,MaltNutty/CocoaBrown SugarSweet
2081,Decaf Colombia,Brazil,Bad Hand Coffee,Pacamara,Honey,,HazelnutChocolateVanillaBerry
2082,Brazil São Silvestre,Ethiopia,The Roasting Project,,"DecafWashed, Swiss Water",,Maple SyrupBlackberryAppleFresh
2083,Colombia Caldono Microlot,Ethiopia,Bailies Coffee,,Natural,,Black TeaRoseGrapePearOther Fruit
2084,Cool Beans,Colombia,Edgcumbes,,,,ChocolateHoneyCitrus Fruit
2085,Jinotega,Colombia,Stirling Coffee,,,,BerryPomegranateAppleFruityFresh
2086,"Kiama Farmers Cooperative Society, Ichuga Ab",Ethiopia,Plot Roasting,,,,Nutty/CocoaSweetFruity
2087,Honduras Copan,Colombia,Crosby Coffee,,,,Dark ChocolateMolassesCaramelizedSweetFloralPeachLemonCitrus FruitFruity
2088,Arnhem Blend - Nicaragua & Guatemala,Brazil,Old Spike,,,,ChocolateSweetFloralCitrus FruitWiney
2089,"Sulawesi, 'Celebes', Toraja Aa",Ethiopia,Quantum Roasters,,,,CinnamonAlmondMolassesCaramelized
2090,Guatemala Huehuetenango,Colombia,On The Grind,,,,MolassesBrown SugarFloralFloralPeach
2091,Mexico Nueva Esperanza Decaf,Nicaragua,The Roasting Project,,,,RoastedNuttyChocolateSweetOther Fruit
2092,Raw Green Kenya Kisii Peaberry,Ethiopia,On The Grind,,,,Chocolate
2093,Decaf Coffee - Costa Rica,Brazil,Kofra,,,,SpicesHoneySweetBerryOther FruitLemon
2094,Grizzly Bear Coffee | Ethical Blend,Kenya,Ethical Addictions,,,,FloralFloralPeachCitrus Fruit
2095,Honey Gesha ,Honduras,Ancoats,,,,ChocolateHoneyPear
2096,Leonel Hartwig,Colombia,Cartwheel,,,,ChocolateSweetDried Fruit
2097,Vienna Blend Coffee,Brazil,H. R. Higgins,,,,SweetStrawberryPineapplePearFruityBitter
2098,Decaffeinated Swiss Water Process Organic Coffee,Brazil,H. R. Higgins,,,,
2099,Nicaragua Pacamara,Colombia,Perception Coffee,,,,
2100,"Burundi, Businde Washing Station",Burundi,Pink Lane Coffee,Red Bourbon,Natural,Omni,SweetCherryGrapeOther Fruit
2101,"Peru, Cecanor, Cafe Feminino (women Producers)",Peru,Quantum Roasters,CaturraTypicaCatimor / AtengCatuai,"Natural, Anaerobic or Macerated",Medium,NuttyChocolateCocoaCitrus Fruit
2102,Lactic Ground Coffee,Brazil,Cafezinho,Icatu,"DecafWashed, Sugarcane (E.A.)",Medium LightFilter,RoastedFruity
2103,"Magdalena, Colombia Decaf - Espresso Roast",Colombia,Pharmacie,Colombia,Wet Hulled,Omni,Dark ChocolateMaple SyrupBlueberryRaisinBitter
2104,Sumatra / Orang Utan Coffee,Indonesia,Nude,Mundo NovoCatuai,Honey,Espresso,MolassesCaramelizedSweetGrapeOther Fruit
2105,"Brazil, Ipanema Estate, Gourmet",Brazil,Inverness Coffee Roasting Co.,Bourbon,Natural,Medium Light,HazelnutAlmondCitrus Fruit
